date,symbol,company,sector,sub_industry,headquarters,founded,open,high,low,close,volume,return_1d_pct,return_5d_pct,return_1m_pct,return_1y_pct,avg_volume_30d,volume_vs_30d_avg,high_52w,drawdown_from_52w_high_pct,dip_flag
2022-05-09,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,260.2,262.41,253.7,254.92,47726000.0,-3.69,-6.99,-12.21,7.91,32413213.0,1.47,329.89,-22.73,False
2022-05-10,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,261.77,263.75,255.39,259.66,39336400.0,1.86,-4.36,-9.25,10.34,32738487.0,1.2,329.89,-21.29,False
2022-05-11,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,255.98,261.45,249.83,251.03,48975900.0,-3.32,-10.15,-8.66,9.9,33357903.0,1.47,329.89,-23.91,False
2022-05-12,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,248.28,250.39,240.89,246.02,51033800.0,-2.0,-7.93,-9.47,5.93,34120243.0,1.5,329.89,-25.42,False
2022-05-13,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,247.95,253.43,246.02,251.58,34925100.0,2.26,-4.95,-9.21,6.08,34170343.0,1.02,329.89,-23.74,False
2022-05-16,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.46,256.11,246.44,251.95,32550900.0,0.15,-1.16,-6.55,7.53,34351690.0,0.95,329.89,-23.63,False
2022-05-17,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.39,258.53,252.87,257.07,28828800.0,2.03,-0.99,-4.88,10.66,34502997.0,0.84,329.89,-22.07,False
2022-05-18,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,253.98,254.56,244.1,245.37,31356000.0,-4.55,-2.26,-10.74,5.36,34776307.0,0.9,329.89,-25.62,False
2022-05-19,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,245.2,248.84,243.24,244.46,32692300.0,-0.37,-0.63,-11.39,3.54,34529037.0,0.95,329.89,-25.9,False
2022-05-20,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,248.42,249.68,237.99,243.9,39199300.0,-0.23,-3.05,-9.85,3.86,34788640.0,1.13,329.89,-26.07,False
2022-05-23,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,246.73,252.53,244.74,251.71,33175400.0,3.2,-0.09,-4.66,4.78,35082423.0,0.95,329.89,-23.7,False
2022-05-24,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,249.05,252.37,244.81,250.72,29043900.0,-0.4,-2.47,-7.3,3.98,34898243.0,0.83,329.89,-24.0,False
2022-05-25,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,249.29,255.51,248.31,253.52,28547900.0,1.12,3.32,-2.62,5.24,34817617.0,0.82,329.89,-23.15,False
2022-05-26,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,253.28,257.95,252.47,256.78,25002100.0,1.29,5.04,-5.9,7.53,34920780.0,0.72,329.89,-22.16,False
2022-05-27,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,259.28,263.97,258.39,263.87,26910800.0,2.76,8.19,-5.44,10.33,34877087.0,0.77,329.89,-20.01,False
2022-05-31,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,263.19,265.35,259.71,262.55,37827700.0,-0.5,4.3,-1.81,10.79,35445410.0,1.07,329.89,-20.41,False
2022-06-01,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,265.76,268.17,260.78,263.08,25292200.0,0.2,4.93,-4.01,11.06,35545227.0,0.71,329.89,-20.25,False
2022-06-02,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,255.38,265.23,252.63,265.17,44008200.0,0.79,4.59,-2.33,12.66,36248610.0,1.21,329.89,-19.62,False
2022-06-03,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,261.04,264.07,259.21,260.76,28059000.0,-1.66,1.55,-6.67,8.55,36202090.0,0.78,329.89,-20.96,False
2022-06-06,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,262.73,264.78,258.06,259.54,22400300.0,-0.47,-1.64,-2.88,6.75,35968573.0,0.62,329.89,-21.33,False
2022-06-07,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,257.5,263.77,256.82,263.16,22860700.0,1.4,0.23,-0.58,8.77,35541300.0,0.64,329.89,-20.23,False
2022-06-08,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,262.39,263.64,260.37,261.14,17372300.0,-0.77,-0.74,2.44,7.5,34569763.0,0.5,329.89,-20.84,False
2022-06-09,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,258.6,263.36,255.56,255.71,26439700.0,-2.08,-3.57,-1.52,3.78,33335163.0,0.79,329.89,-22.49,False
2022-06-10,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,251.65,251.65,243.87,244.32,31422800.0,-4.46,-6.31,-2.68,-1.1,33261037.0,0.94,329.89,-25.94,False
2022-06-13,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,236.71,240.48,233.25,233.95,46135800.0,-4.24,-9.86,-4.91,-6.02,33563100.0,1.37,329.89,-29.08,False
2022-06-14,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,235.5,237.31,233.23,236.11,28651500.0,0.92,-10.28,-6.15,-4.6,33346447.0,0.86,329.89,-28.43,False
2022-06-15,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,239.8,246.55,237.97,243.13,33111700.0,2.97,-6.9,-3.5,-1.38,33584217.0,0.99,329.89,-26.3,False
2022-06-16,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,237.55,238.94,234.69,236.57,33169200.0,-2.7,-7.49,-7.98,-5.34,33569880.0,0.99,329.89,-28.29,False
2022-06-17,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,236.31,241.91,235.66,239.16,43084800.0,1.09,-2.11,-2.53,-3.76,33564027.0,1.28,329.89,-27.5,False
2022-06-21,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,241.68,246.02,240.96,245.04,29928300.0,2.46,4.74,0.24,-2.6,33302293.0,0.9,329.89,-25.72,False
2022-06-22,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,243.25,248.35,241.79,244.45,25939900.0,-0.24,3.53,0.23,-3.88,32576090.0,0.8,329.89,-25.9,False
2022-06-23,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,246.81,250.48,244.93,249.99,25861400.0,2.26,2.82,-0.69,-1.62,32126923.0,0.8,329.89,-24.22,False
2022-06-24,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,252.83,258.79,252.75,258.52,33923200.0,3.42,9.28,3.11,1.2,31625167.0,1.07,329.89,-21.63,False
2022-06-27,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,259.01,259.1,254.25,255.81,24615100.0,-1.05,6.96,0.9,0.77,30744543.0,0.8,329.89,-22.46,False
2022-06-28,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,254.93,257.76,247.53,247.69,27295500.0,-3.17,1.08,-3.54,-3.78,30490223.0,0.9,329.89,-24.92,False
2022-06-29,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,248.76,252.99,246.99,251.34,20069800.0,1.47,2.82,-4.75,-3.32,30074187.0,0.67,329.89,-23.81,False
2022-06-30,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,248.24,250.63,244.23,248.02,31730900.0,-1.32,-0.78,-5.53,-4.42,30170923.0,1.05,329.89,-24.82,False
2022-07-01,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,247.6,250.86,245.88,250.68,22837700.0,1.07,-3.03,-4.71,-3.65,29886980.0,0.76,329.89,-24.01,False
2022-07-05,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,247.38,253.96,246.01,253.84,22941000.0,1.26,-0.77,-4.27,-4.56,29561937.0,0.78,329.89,-23.05,False
2022-07-06,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,254.71,258.8,253.4,257.08,23824400.0,1.28,3.79,-1.41,-3.34,29049440.0,0.82,329.89,-22.07,False
2022-07-07,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.03,259.84,255.93,259.2,20859900.0,0.82,3.13,-0.13,-3.34,28638923.0,0.73,329.89,-21.43,False
2022-07-08,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,255.71,258.91,254.26,258.48,19658800.0,-0.28,4.22,-1.78,-2.73,28326087.0,0.69,329.89,-21.65,False
2022-07-11,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.54,257.39,253.19,255.44,19455200.0,-1.18,1.9,-2.18,-4.05,28022997.0,0.69,329.89,-22.57,False
2022-07-12,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.76,256.82,243.4,244.97,35868500.0,-4.1,-3.49,-4.2,-7.78,28385210.0,1.26,329.89,-25.74,False
2022-07-13,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,241.61,244.86,239.6,244.06,29497400.0,-0.37,-5.07,-0.11,-9.32,28471430.0,1.04,329.89,-26.02,False
2022-07-14,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,241.98,246.39,237.51,245.37,25102800.0,0.54,-5.34,4.88,-9.33,28047267.0,0.9,329.89,-25.62,False
2022-07-15,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,246.95,251.44,246.04,247.92,29774100.0,1.04,-4.09,5.0,-7.9,28196663.0,1.06,329.89,-24.85,False
2022-07-18,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.84,251.9,244.62,245.53,20975000.0,-0.96,-3.88,0.99,-8.7,27428890.0,0.76,329.89,-25.57,False
2022-07-19,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,248.75,250.82,244.98,250.63,25012600.0,2.08,2.31,5.94,-5.55,27327343.0,0.92,329.89,-24.03,False
2022-07-20,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.99,255.79,250.03,253.28,22788300.0,1.06,3.78,5.9,-5.34,27340277.0,0.83,329.89,-23.22,False
2022-07-21,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.88,255.81,248.22,255.76,22404700.0,0.98,4.23,4.37,-5.12,27325077.0,0.82,329.89,-22.47,False
2022-07-22,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.15,256.23,250.19,251.43,21881300.0,-1.69,1.42,2.86,-8.27,27475377.0,0.8,329.89,-23.78,False
2022-07-25,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,252.05,252.53,248.01,249.96,21056000.0,-0.59,1.8,-0.01,-9.92,27295920.0,0.77,329.89,-24.23,False
2022-07-26,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.95,250.97,241.01,243.26,39348000.0,-2.68,-2.94,-5.9,-12.14,27560093.0,1.43,329.89,-26.26,False
2022-07-27,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,252.21,260.79,249.98,259.53,45994000.0,6.69,2.47,1.45,-5.45,27555367.0,1.67,329.89,-21.33,False
2022-07-28,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,260.5,268.31,258.69,266.93,33459300.0,2.85,4.37,7.77,-2.64,27715627.0,1.21,329.89,-19.09,False
2022-07-29,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,268.18,272.33,267.15,271.11,32152800.0,1.57,7.83,7.87,-1.21,27683663.0,1.16,329.89,-17.82,False
2022-08-01,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,268.3,271.64,266.38,268.48,21539600.0,-0.97,7.41,8.25,-1.63,27296010.0,0.79,329.89,-18.62,False
2022-08-02,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,266.54,268.36,263.04,265.4,22754200.0,-1.15,9.1,5.87,-2.72,26618323.0,0.85,329.89,-19.55,False
2022-08-03,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,267.27,273.78,267.13,272.79,23518900.0,2.78,5.11,7.46,-0.82,26404677.0,0.89,329.89,-17.31,False
2022-08-04,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,272.14,274.07,270.56,273.93,18098700.0,0.42,2.62,6.55,-0.19,26143303.0,0.69,329.89,-16.97,False
2022-08-05,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,269.58,273.93,269.13,273.21,16774600.0,-0.26,0.77,5.41,-1.49,25840410.0,0.65,329.89,-17.18,False
2022-08-08,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,274.31,276.12,269.74,270.71,18739200.0,-0.92,0.83,4.73,-2.37,25334277.0,0.74,329.89,-17.94,False
2022-08-09,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,270.05,273.37,268.09,272.62,23405200.0,0.71,2.72,6.73,-1.29,25293947.0,0.93,329.89,-17.36,False
2022-08-10,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,278.29,279.87,277.1,279.25,24687800.0,2.43,2.37,13.99,1.77,25207023.0,0.98,329.89,-15.35,False
2022-08-11,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,280.88,281.23,276.69,277.18,20065900.0,-0.74,1.19,13.57,0.84,25206893.0,0.8,329.89,-15.98,False
2022-08-12,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,278.59,281.9,277.1,281.9,22619700.0,1.7,3.18,14.89,1.55,24903187.0,0.91,329.89,-14.55,False
2022-08-15,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,281.02,284.09,280.16,283.41,18085700.0,0.53,4.69,14.32,1.03,24744787.0,0.73,329.89,-14.09,False
2022-08-16,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,281.98,283.96,280.46,282.67,18102900.0,-0.26,3.69,15.13,0.17,24583517.0,0.74,329.89,-14.31,False
2022-08-17,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,280.4,283.89,280.14,281.93,18253400.0,-0.26,0.96,12.49,0.42,24397817.0,0.75,329.89,-14.54,False
2022-08-18,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,280.84,282.5,279.76,280.82,17186200.0,-0.39,1.31,10.87,0.64,24275360.0,0.71,329.89,-14.88,False
2022-08-19,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,279.59,279.93,276.35,276.93,20570000.0,-1.39,-1.77,8.28,-2.77,24305733.0,0.85,329.89,-16.06,False
2022-08-22,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,272.99,273.35,268.28,268.8,25061100.0,-2.94,-5.16,6.91,-7.98,24492597.0,1.02,329.89,-18.52,False
2022-08-23,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,267.53,269.87,266.52,267.53,17527400.0,-0.47,-5.36,7.03,-8.5,23881227.0,0.73,329.89,-18.9,False
2022-08-24,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,266.53,268.29,266.24,266.9,18137000.0,-0.24,-5.33,9.72,-8.1,23502547.0,0.77,329.89,-19.1,False
2022-08-25,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,268.39,270.03,265.67,269.86,16583400.0,1.11,-3.9,3.98,-6.9,23218567.0,0.71,329.89,-18.2,False
2022-08-26,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,270.08,271.3,259.34,259.45,27549300.0,-3.86,-6.31,-2.8,-9.61,23144407.0,1.19,329.89,-21.35,False
2022-08-29,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,257.28,258.78,255.34,256.68,20338500.0,-1.07,-4.51,-5.32,-10.77,23123190.0,0.88,329.89,-22.19,False
2022-08-30,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,258.07,258.44,252.26,254.49,22767100.0,-0.85,-4.87,-5.21,-12.65,23048340.0,0.99,329.89,-22.86,False
2022-08-31,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,256.84,258.5,252.91,253.04,24791800.0,-0.57,-5.19,-4.66,-12.66,23115123.0,1.07,329.89,-23.3,False
2022-09-01,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.53,252.48,247.18,252.01,23263400.0,-0.41,-6.62,-7.62,-13.0,23143747.0,1.01,329.89,-23.61,False
2022-09-02,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,253.26,256.21,246.27,247.81,22855400.0,-1.67,-4.49,-9.54,-14.26,23176217.0,0.99,329.89,-24.88,False
2022-09-06,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,247.94,249.52,243.82,245.09,21328200.0,-1.1,-4.52,-10.29,-15.2,23185290.0,0.92,329.89,-25.71,False
2022-09-07,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,246.49,250.49,245.06,249.77,24126700.0,1.91,-1.86,-7.73,-13.3,22677913.0,1.06,329.89,-24.29,False
2022-09-08,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,249.21,252.04,246.58,250.19,20319900.0,0.17,-1.13,-8.23,-13.17,21822110.0,0.93,329.89,-24.16,False
2022-09-09,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,252.1,256.68,251.9,255.94,22084700.0,2.3,1.56,-8.35,-10.29,21442957.0,1.03,329.89,-22.42,False
2022-09-12,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,257.21,258.83,256.61,258.05,18747700.0,0.83,4.14,-6.9,-9.07,20996120.0,0.89,329.89,-21.78,False
2022-09-13,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,250.5,252.01,243.48,243.87,33353300.0,-5.5,-0.5,-13.49,-14.44,21389910.0,1.56,329.89,-26.08,True
2022-09-14,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,245.36,246.03,241.81,244.09,23913000.0,0.09,-2.27,-13.87,-15.16,21428537.0,1.12,329.89,-26.01,False
2022-09-15,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,241.72,243.3,236.15,237.47,31530900.0,-2.71,-5.08,-15.99,-18.83,21695603.0,1.45,329.89,-28.02,False
2022-09-16,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,236.39,237.39,234.26,236.85,39791800.0,-0.26,-7.46,-15.99,-19.14,22418707.0,1.77,329.89,-28.2,False
2022-09-19,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,234.65,237.24,233.09,236.64,26826900.0,-0.09,-8.3,-15.73,-17.78,22753783.0,1.18,329.89,-28.27,False
2022-09-20,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,234.27,235.66,231.92,234.63,26660300.0,-0.85,-3.79,-15.27,-16.93,23017820.0,1.16,329.89,-28.88,False
2022-09-21,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,236.4,239.68,231.2,231.25,28625600.0,-1.44,-5.26,-13.97,-18.27,23191833.0,1.23,329.89,-29.9,False
2022-09-22,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,230.2,236.0,229.91,233.21,31061200.0,0.85,-1.79,-12.83,-18.62,23404280.0,1.33,329.89,-29.31,False
2022-09-23,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,231.82,233.36,227.62,230.25,34176000.0,-1.27,-2.79,-13.73,-19.91,23874617.0,1.43,329.89,-30.2,False
2022-09-26,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,229.41,233.67,229.26,229.8,27694200.0,-0.2,-2.89,-14.85,-20.01,24043767.0,1.15,329.89,-30.34,False
2022-09-27,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,232.24,234.01,226.94,228.79,27018700.0,-0.44,-2.49,-11.82,-18.96,24341533.0,1.11,329.89,-30.65,False
2022-09-28,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,229.18,234.52,227.16,233.3,29029700.0,1.97,0.89,-9.11,-14.26,24705760.0,1.18,329.89,-29.28,False
2022-09-29,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,231.19,232.22,226.85,229.84,27484200.0,-1.48,-1.44,-9.69,-15.67,25013453.0,1.1,329.89,-30.33,False
2022-09-30,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,230.61,232.79,225.23,225.39,35694800.0,-1.94,-2.11,-10.93,-16.7,25630407.0,1.39,329.89,-31.68,False
2022-10-03,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,227.82,233.82,227.1,232.98,28880400.0,3.37,1.39,-7.55,-16.03,25907420.0,1.11,329.89,-29.38,False
2022-10-04,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,237.19,242.29,237.08,240.86,34888400.0,3.38,5.27,-2.8,-11.35,26234997.0,1.33,329.89,-26.99,False
2022-10-05,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,238.06,242.5,236.23,241.17,20347100.0,0.13,3.37,-1.6,-12.98,26328987.0,0.77,329.89,-26.9,False
2022-10-06,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,239.94,242.27,238.15,238.83,20239900.0,-0.97,3.91,-4.38,-15.1,26399083.0,0.77,329.89,-27.6,False
2022-10-07,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,233.13,233.54,225.65,226.69,37769600.0,-5.09,0.58,-9.39,-19.89,27105290.0,1.39,329.89,-31.28,True
2022-10-10,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,225.54,227.0,219.42,221.86,29743600.0,-2.13,-4.77,-13.31,-21.6,27178433.0,1.09,329.89,-32.75,False
2022-10-11,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,220.28,221.68,216.89,218.14,30474000.0,-1.68,-9.43,-15.47,-22.75,27516283.0,1.11,329.89,-33.87,False
2022-10-12,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,218.13,220.51,216.74,218.47,21903900.0,0.15,-9.41,-10.41,-22.28,27487510.0,0.8,329.89,-33.77,False
2022-10-13,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,212.76,228.49,212.07,226.69,42551800.0,3.76,-5.09,-7.13,-20.29,28079510.0,1.52,329.89,-31.28,False
2022-10-14,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,227.95,229.59,220.98,221.19,30198600.0,-2.42,-2.42,-6.85,-23.87,28310683.0,1.07,329.89,-32.95,False
2022-10-17,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,228.22,231.26,227.56,229.87,28142300.0,3.92,3.61,-2.95,-21.27,28486913.0,0.99,329.89,-30.32,False
2022-10-18,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,235.4,236.07,227.78,230.81,26329600.0,0.41,5.81,-2.46,-21.74,28653627.0,0.92,329.89,-30.03,False
2022-10-19,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,229.4,231.89,226.74,228.86,19985700.0,-0.85,4.75,-2.46,-22.64,28515593.0,0.7,329.89,-30.63,False
2022-10-20,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,228.17,233.53,227.3,228.54,21811000.0,-0.14,0.82,-1.17,-22.54,28565297.0,0.76,329.89,-30.72,False
2022-10-21,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,227.17,235.17,226.94,234.32,26299700.0,2.53,5.93,0.47,-21.44,28705797.0,0.92,329.89,-28.97,False
2022-10-24,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,235.9,239.85,233.52,239.28,24911200.0,2.12,4.09,3.92,-19.36,28911247.0,0.86,329.89,-27.47,False
2022-10-25,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,239.29,242.95,237.91,242.58,34775500.0,1.38,5.1,5.56,-17.97,28958653.0,1.2,329.89,-26.47,False
2022-10-26,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,223.72,230.62,222.64,223.86,82543200.0,-7.72,-2.18,-2.15,-24.78,30912993.0,2.67,329.89,-32.14,True
2022-10-27,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,223.59,226.16,218.5,219.44,40424600.0,-1.98,-3.98,-5.94,-29.25,31209450.0,1.3,329.89,-33.48,False
2022-10-28,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,218.95,228.97,218.76,228.27,40647700.0,4.02,-2.58,-0.69,-26.67,31237980.0,1.3,329.89,-30.81,False
2022-10-31,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,226.22,227.35,223.7,224.65,28357300.0,-1.59,-6.12,-0.33,-29.41,31288993.0,0.91,329.89,-31.9,False
2022-11-01,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,227.04,228.14,220.0,220.81,30592300.0,-1.71,-8.97,-5.22,-30.15,31420060.0,0.97,329.89,-33.06,False
2022-11-02,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,222.06,223.84,212.95,213.01,38407000.0,-3.54,-4.85,-11.56,-33.38,31746107.0,1.21,329.89,-35.43,False
2022-11-03,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,213.0,213.31,207.08,207.34,36633900.0,-2.66,-5.51,-14.02,-35.32,31931863.0,1.15,329.89,-37.15,False
2022-11-04,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,210.54,214.45,206.55,214.25,36789100.0,3.33,-6.14,-10.29,-33.65,32018967.0,1.15,329.89,-35.05,False
2022-11-07,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,214.83,221.05,214.15,220.52,33498000.0,2.93,-1.84,-2.72,-31.63,32212427.0,1.04,329.89,-33.15,False
2022-11-08,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,221.33,224.18,218.56,221.49,28192500.0,0.44,0.31,-0.17,-31.52,32251553.0,0.87,329.89,-32.86,False
2022-11-09,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,220.04,221.26,217.1,217.27,27852900.0,-1.91,2.0,-0.4,-32.61,32212327.0,0.86,329.89,-34.14,False
2022-11-10,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,227.84,235.49,227.42,235.15,46268000.0,8.23,13.41,7.63,-25.93,32838453.0,1.41,329.89,-28.72,False
2022-11-11,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,235.16,240.0,234.13,239.14,34620200.0,1.7,11.62,5.49,-25.04,32802633.0,1.06,329.89,-27.51,False
2022-11-14,MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,234.19,236.05,231.5,233.76,31123300.0,-2.25,6.0,5.68,-27.66,32877397.0,0.95,329.89,-29.14,False
